OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,1stFlrSF,FullBath,YearBuilt,SalePrice
7,1411,2,544,1386,1411,2,1977,82500
5,1056,1,260,1056,1056,1,1954,139400
6,1056,2,576,1056,1056,0,1980,144000
6,3395,0,0,1440,1440,2,1914,200000
2,800,0,0,264,800,1,1936,60000
5,1387,1,256,811,811,2,1954,93000
5,796,0,0,796,796,1,1910,85000
8,1567,3,648,1520,1567,2,2006,264561
8,1518,2,588,1518,1518,1,2003,274000
7,1929,2,650,1057,1057,2,2001,226000
8,2704,2,538,1952,2000,2,1972,345000
5,1620,2,462,780,780,2,1969,152000
9,1766,3,478,1766,1766,2,2009,370878
6,981,2,576,981,981,1,1971,143250
5,1048,2,420,0,1048,1,1950,98300
6,1094,2,495,1094,1094,1,1953,155000
6,1839,2,442,756,1051,1,1966,155000
4,630,0,0,630,630,1,1970,84500
7,1665,2,562,813,822,2,2007,205950
4,1510,1,296,755,755,1,1940,108000
7,1716,2,512,880,909,2,1996,191000
6,1469,1,216,756,756,1,1906,135000
8,2113,3,839,2109,2113,2,1995,350000
6,1092,1,264,525,525,1,1971,88000
5,1053,1,312,1053,1053,1,1959,145500
7,1502,1,270,776,851,1,1931,149000
6,1458,1,330,912,912,1,1948,97500
5,1486,2,480,1486,1486,1,1964,167000
7,1935,2,550,793,1142,2,1976,197900
8,2448,3,711,1629,1686,2,1994,402000
6,1392,2,576,1392,1392,1,1968,110000
4,1181,2,588,1138,1181,2,1972,137500
8,2097,3,1134,2077,2097,1,2005,423000
8,1936,2,504,1406,1454,2,2000,230500
6,2380,2,596,1021,1465,2,1965,129000
6,1679,2,575,1408,1679,2,1994,193500
5,1437,2,576,1188,1437,1,1956,168000
4,1180,1,252,700,1180,1,1922,137500
6,1476,2,540,738,738,2,2005,173500
6,1369,1,300,672,697,2,1925,103600
6,1208,2,546,1208,1208,1,1977,165000
6,1839,2,416,1477,1839,2,1957,257500
6,1136,1,384,1136,1136,1,1965,140000
6,1441,2,440,855,855,2,1978,148500
4,1774,3,779,1095,1095,2,1900,87000
5,792,1,240,768,792,1,1924,109500
8,2046,3,834,2046,2046,2,2008,372500
5,988,2,572,988,988,1,1961,128500
6,923,1,264,923,923,2,1980,143000
5,1520,1,281,793,848,1,1932,159434
6,1291,2,431,1291,1291,1,1996,173000
9,1668,3,702,1626,1668,2,2002,285000
7,1839,2,486,1195,1195,2,1998,221000
7,2090,2,577,1190,1190,2,1984,207500
7,1761,2,578,874,874,3,2007,227875
7,1102,2,480,551,551,2,2004,148800
8,1419,2,567,1419,1419,2,2007,392000
6,1362,2,460,1362,1362,2,2005,194700
6,848,2,420,848,848,1,2004,141000
10,4316,3,832,2444,2444,3,1994,755000
7,2519,2,628,1210,1238,2,1989,335000
5,1073,1,326,1073,1073,1,1921,108480
5,1539,2,576,927,1067,1,1936,141500
6,1137,2,551,1112,1137,2,1987,176000
5,616,1,205,616,616,1,1921,89000
5,1148,1,308,980,1148,1,1952,123500
5,894,1,336,894,894,1,1965,138500
7,1391,2,530,1391,1391,2,2004,196000
8,1800,3,765,1800,1800,2,2002,312500
7,1164,2,528,1164,1164,1,1969,140000
8,2576,3,666,1234,1264,2,2006,361919
5,1812,2,672,360,1032,2,1900,140000
7,1484,2,606,1473,1484,2,2004,213000
4,1092,0,0,0,372,2,1930,55000
7,1824,2,739,1643,1824,2,1971,302000
8,1324,2,550,1324,1324,2,2006,254000
7,1456,2,400,728,728,2,2007,179540
5,904,1,408,876,904,1,1966,109900
3,729,0,0,270,729,1,1935,52000
4,1178,1,384,859,859,1,1900,102776
8,1228,2,472,1228,1228,2,1988,189000
4,960,2,576,960,960,1,1970,129000
6,1479,2,475,725,725,2,1976,130500
6,1350,2,478,1064,1350,2,1974,165000
7,2554,2,704,718,1576,1,1890,159500
5,1178,2,439,1176,1178,1,1973,157000
7,2418,3,983,1311,1325,2,1993,341000
5,971,1,300,971,971,1,1969,128500
8,1742,2,564,1742,1742,2,1985,275000
6,848,2,420,848,848,1,2004,143000
4,864,2,463,864,864,1,1970,124500
4,1470,1,548,941,997,2,1954,135000
9,1698,3,768,1698,1698,2,2007,320000
4,864,2,660,864,864,1,1970,120500
6,1680,2,540,880,1680,2,1988,222000
7,1232,2,632,1232,1232,2,2007,194500
5,1776,3,888,1584,1776,2,1958,110000
4,1208,2,539,780,848,1,1925,103000
8,1616,2,608,1595,1616,2,1995,236500
7,1146,2,438,868,1146,2,2003,187500
7,2031,2,541,1153,1153,2,1998,222500
5,1144,1,264,864,1144,1,1961,131400
5,948,1,300,948,948,1,1968,108000
7,1768,2,320,880,880,1,1914,163000
3,1040,2,400,0,1040,2,1950,93500
8,1801,3,800,893,901,2,2005,239900
5,1200,0,0,1200,1200,3,1987,179000
7,1728,2,572,864,864,2,2004,190000
5,1432,2,360,264,768,2,1910,132000
6,912,1,288,912,912,1,1961,142000
7,1349,2,539,1349,1349,2,2000,179000
5,1464,2,480,520,1464,2,1963,175000
8,1337,2,462,1337,1337,2,1993,180000
8,2715,2,831,1142,1175,3,1976,299800
7,2256,2,554,952,980,2,2000,236000
7,2640,4,864,1240,1320,1,1880,265979
7,1720,2,527,1720,1720,2,1996,260400
4,1529,1,240,0,1088,2,1945,98000
4,1140,0,0,576,792,1,1910,96500
7,1320,2,400,660,660,2,2003,162000
6,1494,2,576,1479,1494,2,1997,217000
8,2098,3,878,1030,1038,2,2005,275500
6,1026,2,440,1026,1026,1,1969,156000
6,1471,2,440,729,742,2,1999,172500
8,1768,2,578,866,866,2,2007,212000
6,1386,2,440,672,672,2,1978,158900
7,1501,2,440,744,757,2,1999,179400
8,2531,3,752,1318,1328,2,1995,290000
6,864,1,300,864,864,1,1959,127500
5,1301,2,440,1145,1301,1,1924,100000
7,1547,2,614,756,764,2,2009,215200
8,2365,3,856,1252,1268,2,1999,337000
8,1494,2,481,1494,1494,1,1995,270000
9,1506,2,592,1498,1506,2,2008,264132
7,1714,2,496,980,980,2,1988,196500
6,1750,1,423,983,983,2,1940,160000
7,1836,2,484,1860,1836,2,2004,216837
8,3279,3,841,1650,1690,3,2003,538000
5,858,2,576,858,858,1,1982,134900
4,1220,2,396,836,1220,1,1951,102000
6,1117,2,672,1029,1117,1,1976,107000
5,912,1,275,912,912,1,1958,114500
8,1973,3,895,1935,1973,2,2006,395000
6,1204,2,412,1204,1204,2,1998,162000
7,1614,3,865,1614,1614,2,2005,221500
5,894,2,440,864,894,1,1974,142500
5,2020,2,630,0,2020,2,1977,144000
6,1004,2,504,975,1004,1,1977,135000
7,1253,2,402,1237,1253,2,1995,176000
6,1603,2,484,761,810,2,1992,175900
7,1430,2,605,1413,1430,2,2001,187100
5,1110,2,602,1097,1110,1,1978,165500
6,1484,0,0,742,742,2,1914,128000
6,1342,2,457,1372,1342,2,1967,161500
5,1652,1,416,686,966,2,1915,139000
7,2084,2,618,956,956,2,2004,233000
4,901,1,281,901,901,1,1954,107900
6,2087,2,444,832,976,2,1966,187500
7,1145,2,397,1145,1145,2,2005,160200
6,1062,2,539,1029,1062,1,1976,146800
7,2013,2,455,1117,1127,2,1996,269790
8,1496,2,474,1496,1496,2,2007,225000
7,1895,2,409,712,1086,2,1994,194500
6,1564,2,476,650,888,2,1980,171000
6,1285,2,528,660,1285,1,1977,143500
5,773,1,240,773,773,1,1953,110000
9,3140,3,820,1926,1966,3,2008,485000
5,1768,1,240,731,981,1,1937,175000
6,1688,2,603,616,616,2,1997,200000
4,1196,2,440,1196,1196,1,1916,109900
7,1456,2,410,728,728,2,2005,189000
9,2822,3,1020,1734,1734,3,2008,582933
5,1128,1,286,936,1128,1,1954,118000
7,1428,2,554,1417,1428,2,2008,227680
5,980,1,384,980,980,2,1967,135500
5,1576,2,528,1324,1072,1,1923,223500
5,1086,2,484,1024,1086,1,1966,159950
5,2138,2,360,849,1075,2,1898,106000
6,1309,2,484,1040,1309,1,1974,181000
6,848,2,420,848,848,1,2004,144500
5,1044,2,504,540,1044,1,1952,55993
6,1442,1,301,1442,1442,1,1958,157900
5,1250,1,280,686,686,1,1918,116000
7,1661,2,598,1649,1661,2,1998,224900
5,1008,1,275,1008,1008,1,1954,137000
8,1689,3,857,1568,1689,2,2002,271000
6,1052,2,440,1010,1052,1,1971,155000
7,1358,2,484,1358,1358,2,2009,224000
7,1640,2,595,798,798,2,2003,183000
4,936,2,576,936,936,1,1953,93000
7,1733,2,433,847,847,2,2003,225000
6,1489,1,240,778,944,2,1940,139500
8,1489,2,776,1489,1489,2,2006,232600
10,2084,3,1220,2078,2084,2,2007,385000
5,784,0,0,784,784,1,1924,109500
7,1434,2,527,1454,1434,2,2001,189000
5,2126,2,538,1013,1160,2,1967,185000
7,1223,2,480,600,520,2,2005,147400
6,1392,2,458,1392,1392,1,1957,166000
7,1200,2,480,600,520,2,2005,151000
7,1829,2,613,941,941,2,2003,237000
6,1516,2,472,1516,1516,1,1964,167000
5,1144,2,456,1144,1144,1,1961,139950
4,1067,2,436,1067,1067,2,1950,128000
5,1559,2,812,1559,1559,1,1948,153500
6,987,1,264,483,483,1,1973,100000
5,1099,1,352,1099,1099,1,1995,144000
5,1200,1,240,768,768,1,1946,130500
6,1482,1,400,672,810,2,1925,140000
5,1539,2,686,650,958,2,1904,157500
6,1165,2,490,1127,1165,1,1966,174900
5,1800,0,0,1800,1800,2,1961,141000
5,1416,3,720,876,876,1,1915,153900
5,1701,2,611,1390,1701,2,1975,171000
7,1775,2,425,740,1006,2,1993,213000
5,864,1,338,864,864,1,1972,133500
6,2358,2,360,907,1307,3,1908,240000
6,1855,2,512,528,1094,2,1976,187000
6,848,2,420,848,848,1,2003,131500
8,1456,2,400,1273,1456,2,2003,215000
7,1646,1,240,918,918,2,1941,164000
6,1445,2,645,1127,1445,1,1964,158000
5,1779,2,454,1763,1779,1,1955,170000
5,1040,1,260,1040,1040,1,1962,127000
6,1026,2,576,940,1026,1,1978,147000
6,1481,2,343,702,702,2,1994,174000
7,1370,2,479,1090,1370,2,1976,152000
6,2654,2,619,1054,1512,2,1968,250000
7,1426,1,216,912,912,1,1918,189950
5,1039,2,504,1039,1039,1,1965,131500
6,1097,2,480,1040,1097,2,1984,152000
5,1148,1,672,1148,1148,1,1959,132500
7,1372,2,529,1372,1372,2,2007,250580
5,1002,2,902,1002,1002,1,1970,148500
8,1646,3,870,1638,1646,2,2006,248900
4,1120,2,544,1040,1120,1,1961,129000
5,2320,2,672,0,1547,2,1948,169000
7,1949,2,574,1050,1062,2,1993,236000
5,894,1,308,894,894,1,1962,109500
6,1682,2,523,804,804,2,1998,200500
5,910,2,414,105,910,1,1953,116000
5,1268,1,288,832,1036,1,1949,133000
5,1131,1,200,676,676,1,1941,66500
8,2610,2,550,1184,1184,2,2007,303477
4,1040,2,648,1064,1040,1,1963,132250
9,2224,3,738,1462,1462,2,2004,350000
5,1155,2,576,1109,1155,1,1961,148000
5,864,1,336,864,864,1,1978,136500
5,1090,2,450,1090,1090,1,2005,157000
7,1717,2,400,1156,1187,2,1990,187500
6,1593,2,389,808,808,2,1992,178000
4,2230,1,440,795,954,1,1912,118500
5,892,1,288,892,892,1,1967,100000
9,1709,2,506,1698,1709,2,1999,328900
5,1712,2,588,1626,1712,2,1959,145000
5,1393,1,300,816,872,1,1955,135500
8,2217,2,621,2217,2217,2,1970,268000
6,1505,2,505,1505,1505,1,1953,149500
5,924,2,576,672,672,1,1949,122900
6,1683,2,440,918,918,2,1978,172500
6,1068,1,264,1059,1068,1,1963,154500
5,1383,1,354,1383,1383,1,1954,165000
5,1535,2,400,0,1535,2,1979,118858
6,1796,2,483,780,983,1,1963,140000
4,951,1,327,951,951,1,1936,106500
5,2240,2,528,0,1120,2,1979,142953
9,2364,3,820,2330,2364,2,2009,611657
5,1236,1,288,912,1236,1,1961,135000
4,858,1,684,858,858,1,1971,110000
5,1306,1,756,992,1306,1,1957,153000
7,1509,2,393,783,807,2,2003,180000
7,1670,3,690,1670,1670,2,2006,240000
5,902,1,288,876,902,1,1967,125500
5,1063,1,280,1056,1063,1,1954,128000
8,1636,3,865,1623,1636,2,2006,255000
7,2057,1,180,1017,1020,1,1936,250000
5,902,2,484,864,902,1,1983,131000
6,1484,2,390,742,742,2,2005,174000
5,2274,2,480,1105,1105,2,1960,154300
5,1268,1,252,1268,1268,1,1977,143500
5,1015,1,450,768,1015,1,1925,88000
5,2002,3,871,1001,1001,2,1949,145000
6,1224,2,528,612,612,2,2009,173733
4,1092,1,286,546,546,1,1970,75000
2,480,1,308,480,480,0,1949,35311
4,1229,1,284,1134,1229,1,1956,135000
7,2127,3,833,1104,912,2,1991,238000
6,1414,2,601,1184,1414,1,1958,176500
6,1721,2,471,928,936,2,1994,201000
5,2200,0,0,1272,1272,2,1900,145900
6,1316,2,397,1316,1316,2,2005,169990
6,1617,2,533,1604,1617,2,1993,193000
6,1686,2,612,1686,1686,2,1980,207500
5,1126,2,540,1126,1126,2,1977,175000
8,2374,3,656,1181,1234,2,2003,285000
7,1978,2,486,832,1098,2,1968,176000
8,1788,2,522,1753,1788,2,2001,236500
7,2236,2,642,964,993,2,1997,222000
8,1466,3,610,1466,1466,2,2007,201000
5,925,1,429,925,925,1,1965,117500
9,1905,3,788,1905,1905,2,2006,320000
7,1500,2,570,1500,1500,2,2004,190000
7,2069,2,505,585,2069,2,1960,242000
4,747,2,528,600,747,1,1926,79900
7,1200,2,555,1176,1200,2,2003,184900
7,1971,2,689,1113,1113,2,2005,253000
7,1962,3,868,1391,1391,2,2006,239799
7,2403,1,349,1032,1207,2,1940,244400
6,1728,2,574,1728,1728,2,1976,150900
7,2060,2,390,992,1022,2,1999,214000
4,1440,0,0,1440,1440,2,1977,150000
5,1632,2,576,1632,1632,2,1967,143000
6,1344,2,525,819,1344,1,1958,137500
5,1869,2,456,1088,1188,1,1890,124900
5,1144,1,796,1144,1144,1,1959,143000
8,1629,3,808,1616,1629,2,2002,270000
7,1776,2,474,936,936,2,2002,192500
6,1381,2,676,1161,1381,1,1972,197500
5,864,2,720,864,864,1,1950,129000
5,965,1,300,828,965,1,1965,119900
5,768,1,396,768,768,1,1972,133900
5,1968,2,530,784,1168,2,1969,172000
6,980,0,0,945,980,2,1975,127500
6,1958,2,492,979,979,2,1946,145000
6,1229,2,462,561,561,1,1980,124000
5,1057,2,576,1057,1057,1,1962,132000
7,1337,2,531,1337,1337,2,2003,185000
7,1416,2,484,696,696,2,1999,155000
5,858,0,0,858,858,1,1958,116500
6,2872,2,619,1330,1542,2,1977,272000
6,1548,2,440,804,804,2,1976,155000
9,1800,2,702,1800,1800,2,2007,239000
7,1894,2,510,817,824,2,2002,214900
6,1484,2,393,783,783,2,2005,178900
5,1308,1,256,728,976,1,1940,160000
5,1098,1,260,1098,1098,1,1955,135000
3,968,0,0,600,600,1,1910,37900
6,1095,1,264,588,1095,1,1958,140000
4,1192,0,0,720,720,1,1949,135000
7,1626,2,474,764,764,2,2003,173000
6,918,1,264,918,918,2,1979,99500
7,1428,2,480,1428,1428,2,2007,182000
7,2019,2,532,728,1136,1,1910,167500
7,1382,2,490,673,673,2,2000,165000
4,869,0,0,440,869,1,1923,85500
7,1241,2,569,1241,1241,1,2006,199900
4,894,2,400,894,894,1,1954,110000
5,1121,2,480,1121,1121,1,1963,139000
7,999,2,588,944,999,1,1961,178400
8,2612,3,676,1225,1276,2,1998,336000
7,1266,2,388,1266,1266,2,2007,159895
8,2290,2,779,1128,1149,2,2002,255900
5,1734,2,539,0,1302,2,1977,126000
5,1164,1,240,1164,1164,1,1950,125000
6,1635,1,255,485,1001,1,1910,117000
9,1940,3,606,1930,1940,2,2009,395192
6,2030,2,551,848,1118,2,1976,195000
7,1576,2,614,770,778,2,2006,197000
8,2392,3,870,1396,1407,2,1997,348000
8,1742,2,424,916,916,1,1882,168000
6,1851,2,440,822,1020,2,1964,187000
6,1500,2,564,750,750,2,2005,173900
10,1718,3,786,1700,1718,2,2006,337500
4,1230,1,305,747,774,1,1946,121600
5,1050,1,368,1050,1050,1,1961,136500
6,1442,2,615,1442,1442,2,1970,185000
3,1077,1,210,1007,1077,1,1922,91000
7,1208,2,632,1187,1208,2,2006,206000
3,944,2,528,0,944,1,1952,82000
5,691,1,216,691,691,1,1920,86000
8,1574,3,824,1574,1574,2,2006,232000
5,1680,2,528,1680,1680,2,1976,136905
7,1504,2,457,1346,1504,2,2005,181000
5,985,1,328,985,985,2,1977,149900
6,1657,2,484,1657,1657,2,1970,163500
4,1092,1,286,546,546,1,1970,88000
7,1710,2,550,1710,1710,2,2004,240000
5,1522,0,0,1008,1008,2,1926,102000
5,1271,1,312,720,720,2,1948,135000
5,1664,0,0,0,1664,2,1965,100000
6,1502,1,180,602,900,1,1923,165000
5,1022,1,280,1022,1022,1,1910,85000
6,1082,1,240,1082,1082,1,1948,119200
8,1665,2,528,810,810,2,2001,227000
7,1504,2,478,1504,1504,2,1996,203000
8,1360,2,565,1220,1360,1,1984,187500
7,1472,2,402,384,802,2,1991,160000
7,1506,2,440,1362,1506,2,2005,213490
4,1132,2,451,1132,1132,1,2005,176000
7,1220,2,632,1199,1220,2,2006,194000
5,1248,1,160,912,912,1,1930,87000
7,1504,2,437,1346,1504,2,2005,191000
8,2898,2,665,1565,2898,2,1976,287000
5,882,2,461,882,882,1,1972,112500
5,1264,2,461,1268,1264,1,1960,167500
8,1646,3,800,1638,1646,2,2007,293077
5,1376,1,240,768,968,1,1941,105000
6,1218,1,264,672,672,1,1972,118000
5,1928,0,0,686,948,2,1916,160000
7,3082,2,672,824,1687,2,1920,197000
8,2520,3,796,1338,1352,2,1993,310000
7,1654,3,900,1654,1654,2,2002,230000
5,954,1,240,920,954,1,1938,119750
4,845,1,290,0,845,1,1957,84000
9,1620,3,912,1620,1620,2,2007,315500
8,2263,2,905,1055,1055,2,2001,287000
4,1344,0,0,546,798,1,1970,97000
4,630,1,286,630,630,1,1970,80000
5,1803,2,484,1134,1803,2,1957,155000
6,1632,2,484,800,800,1,1966,173000
6,1306,2,624,1306,1306,2,2005,196000
7,2329,2,514,1475,1532,2,1990,262280
8,2524,2,542,2524,2524,2,1981,278000
3,1733,2,452,0,1733,2,1955,139600
9,2868,3,716,1992,1992,3,2005,556581
5,990,2,672,990,990,1,1994,145000
5,1771,2,336,0,1771,1,1960,115000
4,930,1,308,0,930,1,1946,84900
7,1302,2,436,1302,1302,2,2007,176485
7,1316,2,440,1316,1316,2,2007,200141
6,1977,2,540,816,1127,1,1964,165000
5,1526,1,364,1216,1526,1,1957,144500
8,1989,2,586,1065,1091,2,2002,255000
6,1523,2,478,1193,1523,2,1976,180000
7,1364,2,484,1364,1364,2,2005,185850
7,1850,2,467,973,979,2,1994,248000
9,2184,3,836,1104,1130,2,2008,335000
6,1991,2,432,854,1096,1,1932,220000
8,1338,2,582,1338,1338,2,2001,213500
3,894,3,1248,894,894,1,1935,81000
5,2337,2,560,662,1422,2,1900,90000
6,1103,2,440,1103,1103,1,1925,110500
5,1154,2,480,1154,1154,1,1966,154000
7,2260,2,533,1306,1306,2,1996,328000
6,1571,2,380,799,799,2,1993,178000
6,1611,2,442,780,798,1,1964,167900
6,2521,2,576,942,1291,2,1973,151400
5,893,2,576,845,893,1,1949,135000
5,1048,1,286,1048,1048,1,1956,135000
6,1556,2,441,727,829,1,1968,154000
5,1456,1,280,810,1002,1,1948,91500
6,1426,2,440,690,698,1,1977,159500
7,1240,3,826,1240,1240,2,2006,194000
7,1740,1,240,800,960,1,1940,219500
5,1466,2,566,796,1096,2,1936,170000
5,1096,1,299,1096,1096,1,1969,138800
6,848,2,420,848,848,1,2004,155900
5,990,1,299,990,990,1,1994,126000
6,1258,2,528,1258,1258,2,1971,145000
5,1040,1,308,1040,1040,1,1963,133000
7,1459,2,527,1459,1459,2,2002,192000
6,1251,1,461,1251,1251,1,1964,160000
6,1498,2,409,691,691,2,1995,187500
6,996,2,564,936,996,1,1992,147000
4,1092,1,286,546,546,1,1973,83500
8,1953,3,1043,1082,1082,2,2005,252000
7,1709,2,380,970,970,2,2004,137500
8,1247,2,550,1247,1247,1,2005,197000
3,1040,2,400,0,1040,2,1950,92900
7,1252,2,462,600,624,2,1999,160000
6,1694,2,576,1181,1390,2,1925,136500
5,1200,2,884,864,1200,1,1965,146000
5,936,1,308,936,936,1,1956,129000
6,1314,2,440,1314,1314,2,2006,176432
6,1355,0,0,684,773,1,1914,127000
8,1088,2,461,1074,1088,1,1986,170000
4,1324,1,240,672,757,1,1936,128000
7,1601,2,478,1271,1601,2,1978,157000
2,438,1,246,290,438,1,1920,60000
5,950,1,280,950,950,1,1971,119500
5,1134,1,254,1010,1134,1,1960,135000
6,1194,2,539,655,1194,1,1959,159500
5,1302,2,440,630,630,2,1970,106000
8,2622,2,712,1463,1500,2,1994,325000
7,1442,2,719,910,1442,2,1990,179900
7,2021,2,422,868,887,2,2006,274725
6,1690,2,463,924,948,2,2000,181000
8,1836,3,862,1836,1836,2,2004,280000
6,1658,2,431,773,773,2,1995,188000
7,1964,2,483,803,1098,2,1976,205000
5,816,1,308,816,816,1,1957,129900
5,1008,1,240,1008,1008,1,1953,134500
5,833,1,326,833,833,1,1954,117000
8,1734,3,928,1734,1734,2,2007,318000
8,1419,2,527,408,779,2,2002,184100
5,894,2,450,894,894,1,1967,130000
5,1601,1,300,533,1021,1,1958,140000
5,1040,1,286,1040,1040,1,1959,133700
6,1012,1,308,1012,1012,1,1920,118400
7,1552,3,782,1552,1552,2,2005,212900
4,960,1,288,672,960,1,1956,112000
5,698,0,0,698,698,1,1947,118000
7,1482,2,392,384,812,2,1992,163900
4,1005,2,672,1005,1005,1,1955,115000
7,1555,3,660,1373,1555,2,2007,174000
7,1530,3,630,1530,1530,2,2004,259000
7,1959,2,434,847,847,2,2004,215000
5,936,2,672,936,936,1,1980,140000
4,1981,2,576,1122,1328,2,1928,135000
5,974,0,0,974,974,1,1991,93500
6,2210,1,205,1008,1178,2,1880,117500
8,2020,2,466,1128,1142,2,1995,239500
6,1600,2,460,916,916,2,1997,169000
6,986,1,180,960,986,1,1926,102000
6,1252,1,288,1032,1032,1,1950,119000
5,1020,0,0,780,780,1,1875,94000
6,1567,2,714,1567,1567,2,1977,196000
5,1167,2,495,915,1167,1,1920,144000
5,952,2,840,952,952,1,1951,139000
5,1868,2,484,780,1088,2,1976,197500
8,2828,3,1052,1466,1466,3,2006,424870
5,1006,0,0,1006,1006,1,1959,80000
4,924,1,280,672,672,1,1941,80000
5,1576,1,225,1042,1042,1,1928,149000
6,1298,2,403,1298,1298,2,1985,180000
7,1564,1,234,704,860,1,1941,174500
7,1111,1,288,572,572,1,1926,116900
7,1482,2,324,650,832,1,1920,143000
6,932,1,306,932,932,1,1950,124000
5,1466,2,528,1466,1466,1,1959,149900
6,1811,2,470,1073,1811,1,1956,230000
6,816,1,432,816,816,1,1930,120500
7,1820,2,492,864,902,1,1965,201800
5,1437,2,528,1437,1437,2,1976,218000
5,1265,2,502,1219,1265,2,1965,179900
7,1314,2,626,1314,1314,2,2007,230000
8,1580,3,830,1580,1580,2,2007,235128
6,1876,2,540,901,943,2,1974,185000
6,1456,2,440,855,855,2,1978,146000
6,1640,2,924,1296,1640,1,1954,224000
5,894,2,450,894,894,1,1968,129000
4,1258,2,400,1198,1258,0,1969,108959
5,1432,2,588,1360,1432,1,1978,194000
7,1502,2,644,1502,1502,2,2009,233170
8,1694,3,776,1694,1694,2,2008,245350
6,1671,2,472,959,959,2,2000,173000
6,2108,2,540,1127,1236,2,1935,235000
10,3627,3,807,1930,1831,3,1995,625000
6,1118,1,358,1096,1118,1,1977,171000
6,1261,2,433,1261,1261,1,1958,163000
7,1250,2,625,625,625,2,2006,171900
5,3086,0,0,1598,1636,3,1946,200500
6,2345,2,360,952,1170,2,1932,239000
8,2872,2,541,1683,2129,2,1992,285000
5,923,1,264,876,923,1,1984,119500
6,1224,1,210,818,818,1,1926,115000
5,1343,1,186,731,820,1,1921,154900
5,1124,0,0,0,1124,1,1954,93000
7,2514,2,693,1216,1298,2,1990,250000
8,1652,2,482,1600,1652,2,2008,392500
10,4476,3,813,2396,2411,3,1996,745000
5,1130,2,720,1120,1130,1,1920,120000
5,1572,3,995,1572,1572,1,1963,186700
5,1221,1,392,784,949,1,1924,104900
3,1699,2,420,978,1014,2,1900,95000
8,1624,3,757,1624,1624,2,1994,262000
7,1660,2,493,831,831,2,2002,195000
7,1804,2,442,994,1028,2,1999,189000
4,1622,4,1356,1249,1622,1,1961,168000
8,1441,2,492,776,764,2,1999,174000
5,1472,1,250,702,842,1,1925,125000
6,1224,2,402,1224,1224,2,1999,165000
6,1352,1,299,663,663,1,1969,158000
6,1456,2,400,728,728,2,2005,176000
7,1863,3,660,879,879,2,2006,219210
7,1690,1,225,815,815,1,1916,144000
7,1212,2,573,1212,1212,2,2001,178000
4,1382,2,459,1051,1382,1,1963,148000
4,864,1,280,864,864,1,1970,116050
7,1779,2,546,866,866,2,1998,197900
5,1348,1,216,884,884,1,1925,117000
7,1630,2,451,1630,1630,2,2000,213000
5,1074,2,495,1056,1074,1,1975,153500
7,2196,3,701,2158,2196,2,1990,271900
4,1056,1,384,1056,1056,1,1966,107000
6,1700,2,544,1682,1700,2,2003,200000
5,1283,2,506,931,1283,1,1962,140000
8,1660,2,500,1660,1660,2,2006,290000
6,1845,2,462,1055,1055,2,1992,189000
8,1752,2,492,559,1080,2,1988,164000
4,672,1,234,672,672,1,1941,113000
4,960,1,364,648,960,0,1965,145000
5,999,1,300,925,999,1,1962,134500
5,894,1,384,894,894,1,1966,125000
6,1902,2,539,0,1318,2,1978,112000
8,1314,2,552,1300,1314,2,2009,229456
4,912,0,0,0,672,1,1947,80500
6,1218,0,0,672,672,1,1971,91500
5,912,1,288,912,912,1,1964,115000
5,1211,1,322,952,1211,1,1968,134000
6,1846,1,315,1040,1168,2,1949,143000
5,2136,2,528,2136,2136,2,1951,137900
7,1490,2,388,788,788,2,2004,184000
6,1138,1,264,588,1138,1,1958,145000
6,1933,3,668,894,894,2,2007,214000
5,912,2,576,912,912,1,1965,147000
9,1702,3,1052,1702,1702,1,2008,367294
5,1507,1,404,1075,1507,2,1960,127000
5,2620,2,600,1361,1361,2,1977,190000
5,1190,2,540,1106,1190,1,1962,132500
4,1224,2,462,0,1224,2,1962,101800
5,1188,2,531,1188,1188,1,1959,142000
5,1964,0,0,940,1024,1,1911,130000
5,1784,1,180,747,892,1,1914,138887
7,1626,2,474,764,764,2,2003,175500
7,1948,2,434,847,847,2,2004,195000
6,1141,2,484,1141,1141,1,2005,142500
8,1484,2,472,1476,1484,2,2006,265900
7,1768,2,543,884,884,2,2003,224900
7,1689,3,954,1689,1689,2,2007,248328
7,1173,2,528,1053,1173,2,1974,170000
10,2076,3,850,2076,2076,2,2006,465000
8,1517,2,400,792,792,1,1929,230000
6,1868,2,477,585,1140,3,1984,178000
7,1553,2,615,756,756,2,2005,186500
6,1034,3,888,1012,1034,1,1976,169900
6,2058,2,396,735,1134,1,1917,129500
5,988,1,276,876,988,1,1950,119000
7,2110,2,522,2110,2110,2,1968,244000
7,1405,2,478,1405,1405,2,2003,171750
5,874,1,288,864,874,1,1968,130000
7,2167,2,518,1192,1516,2,1974,294000
7,1656,2,397,746,760,2,2003,165400
6,1367,1,560,884,959,1,1931,127500
8,1987,2,691,1986,1987,2,1994,301500
5,864,0,0,864,864,1,1922,99900
7,1166,2,400,856,1166,2,2005,190000
6,1054,2,460,1054,1054,1,1969,151000
6,1675,2,502,841,892,2,1999,181000
5,1050,1,338,1050,1050,1,1956,128900
4,1788,1,304,1104,1104,1,1957,161500
6,1824,2,520,764,1060,1,1919,180500
6,1337,2,511,1405,1337,2,1998,181000
7,1452,2,506,691,713,2,1999,183900
